content,sentiment
Qué emoción! Acabo de conocer al fenómeno @rusomyc y es veterinario de mi Lolo! Preparate para mis consultas cotidianas jeje,P
"Los pequeños detalles, crean grandes sentimientos.",P
@harrycourage fue por una buena causa !! no me malinterpretes,NEU
@jeansuarez33 tenemos que disfrutar hoy es rl ultimo dia de cel,P
"@corosenlamosta bueno... vos lo escribiste, yo lo leí. Me hizo acordar a cosas, mala mía",N
"@_mariajosee_ Hola, te pedimos disculpas! Por favor envianos tu mail de usuario por MD para que verifiquemos qué sucedió. Saludos.",NONE
"@kaunistalvi Hola, ¿pudiste cancelar tu pedido? Siempre tenés disponible nuestro chat en la web para consultas más urgentes. Saludos!",NONE
Que bueno ver a personas que te alegran Aunque sean sólo 2 minutos,P
@mercitextil Te pedimos disculpas Por favor envianos tu mail de usuario por MD para que el equipo de atención al cliente te contacte.,NONE
"@cuervotinelli Buenas noches que descanses !!,12 días para verte;3, prometo ésta vez quedarme hasta el final del programa así te conozco",P
@salocinuy @Agronegocios_Uy creo que raúl no se va a presentar.... por lo menos por ahora !,NONE
Recién llego del trabajo me perdí el directo de zelda @juandiazdelgado,N
"@MHackem @mechibasso Tampoco es para tanto, vienen en pack de 2X1 con vaso incluido y es más costo-efectivo",P
@mechibasso ¿el tercer dormitorio es para invitados?,NONE
"@mechibasso ¡Ugh! Eso fue un golpe bajo. Nunca visto, nunca visto... no... excepcional, único, original, exclusivo... @MHackem",NEU
@Adri_tranqui gracias ! que tengas un lindo día también !,P
"@ebelgeri sobre todo la parte de la nota q dice q hay q pasarsela a los del mismo color, algo q para Uruguay es revolucionario",N
@RoSo_54 @Adri_tranqui ya estoy pronto ! la cucha despejada !,P
"@deejay_madox ajajjaja era de imaginarse, ir hasta allá y no tomar nada es un embole, tremenda joda me perdi",N
Caminar no sólo es bueno para la salud Sino tmb para el bolsillo,P
@TipicaLoca @vmayo72 hola ! algunos han cambiado varias veces de nombre...,NONE
"@ToloTelli14 @BrandonLemusV @CaioTeensarta @marca 2 copas del mundo, 2 olimpiadas y 15 copas américas",P
@ToloTelli14 @BrandonLemusV @CaioTeensarta @marca y la ultima tuya hace 15.,NONE
"@cuervotinelli Papá se me esta complicando el trámite ..TE NECESITO MÁS QUE NUNCA.te juro que me siento re solo , quiero una familia",N
@TipicaLoca @salocinuy @Agronegocios_Uy dicen las malas lenguas que tiene o tenía el conocimiento para ser licenciado..podría calificar.,N
Mi novia me compro un pajarito hermoso y cómo está en cautiverio se loq sido ella en la casa no me lo deja cuidar,NEU
"@RufinaCamejo Ta, ahora te hacés la superada @claraklayton @RichardRead2014",N
"Gracias al imbécil que tiró la botella me quedé sin cancha hoy ,mal vos pelotudo .",N
@Fanta_Esp @Rubiu5 no soy de madrid asiq nadap......soy uruguaya,NONE
"me gustaría q acá hubiese fav y corazón, así podría usar el ️ pura y exclusivamente cuando ponen foto de comida",P
"Enamorarse de la misma persona todos los días, eso es amor. #buenfindesemana @KarinLedl1",P
@PalacioYazmina siiii ayer a las 23 en vtv.. Y bueno yo tampoco me vi,NEU
Y bueno sera con conducta hoy,NEU
"duermo como los mejores hoy mañana juega el bolso , me falta ella nomas",P
"Con todas las minas hermosas que hay, oportunidades cero",N
Happy Birthday to the adorable #Dakota Feliz Cumpleaños para la adorable #Dakota,P
Mi mejor amiga me está desmejoramigando espero que mary no lo haga también: (,N
"@grisel_ok a mi y a muchas personas nena ,que pasa ?aunque no nos conozcamos aqui estamos presente yo estoy",P
"@diegodelacurva , es cierto eso? No seas malo, aportas mucho al programa, se te va a extrañar de verdad",NEU
Rompí la licuadora! Genial! Batido a la mier!!! Necesito una nueva licuadora,N
@ximerba @tvshowuru @perdidoseter Que no fue mencionado en el artículo ni en los tweets citados (yo lo excluí del Storify a propósito).,N
@maxicarroz Hola! Lo armaremos en las próximas semanas y les daremos instrucciones por aquí o por el mail que dejaron en el cuestionario,NONE
"@kiki_fiore Una vez te lo enviemos, lo puedes subir como imagen a tu porfolio. Aquí @workanahelp podrá darte más detalles",NONE
@PaisaVlogs Las mejores cosas tardan en llegar,NEU
@ChrisNamus cómo está esa chula cada vez mejor,P
@isaacBIOvega @saxmann yo no lo mandaria a prision optaria por otra cosa,NEU
"""No hay mejor momento pa' matar que cuando ya te dan por muerto""",N
"después 1 mes me entero q a una piba le robaron las entradas para el m&g, ayy pobre!",N
"@kirazeuss hay nena que tengas un hermoso dia Muy Feliz Cumple ,por muchos años mas ,si Dios quiere",P
@ColifaBack @crisacmol @UrtubeyJM @JCanoOK esta ocupado con su flamante casamiento,NONE
Uno se levanta para jugar al fútbol y la gente va por la calle disfrazada saliendo del boliche,NEU
un capitulito de Gilmore es la medida perfecta para esperar a que la masa crezca...,P
@delphlexnie la gloria d nuestro padre jesuscrisro estará cobmigo en mi camino,P
"@FinealSuarez Es tierno, como un niño amoroso",P
"@perezfedullo Cómo andás, Moni? Está hermoso hoy, ehhh.",P
"@fernan_caceres Pedro ni lo conoce al tipo. Alguien que es íntimo de Susana, va en una lista del PN, después en otra del PC, cualquiera.",N
"@letifcosta importante el compromiso con la comunidad, es buena señal",P
@Diegourug grande guiri!!!!! Jajaja estabas en la multitud,P
Como me encantaria ir a abrazarla a mi amigaa ahora mismo y decirle que todo va a estar bien,P
"Estuve apuntó de crermela igual , a Dormir así no me reclama nada después",N
"@cedrezzz no creo que sea posible, los horarios de mañana me mataron, tengo que salir de una cancha a la otra y luego gpc",N
@junchyg16 nùbiles doncellas ?entonces yo me salvo,NEU
@junchyg16 Bueno me dejas un poquito màs contenta gracias,P
me da miedo crecer.. ya me hago la comida yo me quedó rico igual o_O,NEU
"Nos fue bien en el parcial , solo nos faltan 4",P
@Goberlik @ecos_la Sep. Es necesario investigar pero no justo ahora ¡Qué lenguaje apolillado!,N
"@LuisSuarez9 Grande Lucho!!! Vamo arriba, es enorme el legado que dejan al fútbol uruguayo todo! Gracias",P
Estoy terminando #GilmoreGirls para estar prontita para el 25 de noviembre...,NEU
@alem4p buen punto a mi la lectura me llevo a otro lado. Creo que depende de que te dieran a leer,NEU
@ChicaDelBidon me siento mi madre cuando no quedaba embarazada y las compañeras de la clínica si.,N
"Hoy salimos de trabajar y nos vamos, a vergara con el loco maty,a tirar unas curva en esa pista",NEU
Que feo lo tuyo pibe..,N
@ffanoch @ObservadorUY jaja si el concepto es irregular no asimetrico,NEU
Tengo tremendos nervios con la defensa del proyecto de estudios económicos . No me la quiero llevar a exámenes,N
"mi sábado está siendo lo menos productivo posible, yo ya gané!",NEU
No aguanto mas esto quiero estar bien sacarme esto y no tomar mas pastillas sentirme feliz sentirme igual a los demas,N
@Loli17 @THR Si me avisaron el otro día acá no creo que este pero estaría muy bueno tenerlo jjijij,P
@susanagkp Leí coment de gte q no entendió nada el sentido de estas elecciones y sólo suelta veneno sin detenerse a analizar nada. Agotan,N
Hoy es el dia perfecto para ir caminando por la calle mientras les ofreces caramelos a los niños chicos...,P
"@Solenrivero Buen dia soleee!! LLegue temprano si, trabajo poco esta semana asi que ta, hago un esfuerzo",P
"Porque la fecha esa tiene q ser justo el día de mi cumpleaños, que rabia y q triste",N
@diebamu y por supuesto los bloquee,N
@kiki_fiore Los freelancers pueden usar la cuenta básica de @workana que es gratuita y no deben pagar por trabajar,NONE
me duele mucho el ojo derecho puta conjuntivitis,N
Es una interesante iniciativa @ajbodoc Por ahora podemos hacerlo por aqui en twitter #FreelaOnline,P
Necesito urgente ver a Seba,NEU
"@Rabii_says Están algo demorados pero en proceso ¡Llegarán, no se preocupen!",P
@leifermendez En breve te contestaremos desde #FreelaOnline,NONE
Siguen con mi caída en halloween pasado loco fue hace un año es hora de #superar,N
"Mi ""supuesta"" pariente segun la cabernicola me ah mandado la soli",N
@ajbodoc ¡Armar un buen equipo es espectacular! Tendremos esta propuesta en cuenta en próximas actualizaciones,P
@Roberto_Anchia Muchas veces se toma el valor local como referencia y olvidamos que hay competencia internacional #FreelaOnline,N
"@LeoVeigaSanchez Es cierto, no es su estilo. Su estilo es no comprometerse con nadie y quedar bien con dios y con el diablo.",N
Necesito unas tortas fritas de mi suegraaa.,P
Es divino y se extraña pero ya fue,NEU
Amo saber que en cada segundo de ese homenaje estaba mi infancia feliz,P
@BrunaSosa7 @JuaneMartinez17 Ayyy vidaaa. Bueno te dejo juane ya no da para mas. Fue lindo mientras duró,NEU
@mariapaolini5 jaja creo que te copio ! son bastante insufribles ! hasta mañana y que descanses !,NEU
"si no veo a lali este miercoles no la veo mas, tengo tremenda mala suerte siempre",N
Hoy era un buen día para que Rodolfo Pereyra no me tenga bloqueado,NEU
@mvdsister No seas mala Celina. No te das cuenta que ya sabe dónde lo tiene que llevar?,N
@Rabii_says @moiseshg Fue una semana poco feliz para varios sitios online ¿Ya pueden seguir la transmisión?,N
@cuervotinelli Buen día Papá !!      :+ TE AMO MUCHO ...,P
"@nachoabalos si, lo ideal sería q te la llevan a tu casa o lugar de trabajo y de paso que sea en un bondi @ElOjoChurrinche @Dmartinez_uy",NEU
Juro que pienso que Glenn sigue vivo como aquella vez y que el y Abraham estan bien,P
me tendría que dar igual pero no puedo,N
"@HECTORYEMMI Feliz Cumple que tengas un hermoso dia ,como todos los dias de tu vida",P
@eltreceoficial yo la vi muy bajoneada y tensa pobre @barvelez ...,N
Aaa que mala suerte tengo,N
@guuatever @LeidiPonzonia Las teorías anticíclicas que todo sindicalista que se precie defiende.,NONE
Me gusta sacarle una sonrisa siempre que uno le saca solo lágrimas (y),P
"@dannyviLe Es la pelada. Si los estudios dicen que te hace más alto y más fuerte, seguro que también más joven",P
"@solesalva lo mismo vos ,cuidate",P
"@diverso_alex no, uruguay son 3 millones, no me siguen tres millones jajajajajajaj vos sos tarado? Te sigo si",NEU
@KevinistaOk que egoísta de tu parte decepcionada,N
"@CataDiaz100 ah nno perdon mejor dormi t va a hacer bien, comete una bananita",P
Esta lleno de mosquitos los odiooooo,N
Ya voy a juntar pastito y agua para los camellos de los reyes magos,NEU
@sergiouy52 lo sé Sergio. La dedicactoria te comprende por supuesto,NEU
@AntonellaMombru pq somos mejores y valemos más,P
@cuervotinelli @lourdesanchezok @elchatoprada que increíble !! Yo nací hace 36 años y nunca tuve Papá o padrino o algo... TREMENDO !!,N
Yo muchísimo mas . Hablamos al DM y te paso él apartado postal,NEU
@degeronimi @mercadopago muy bueno felicitaciones!! Se necesitaba,P
@grisel_ok muy bien y vos?ando con ganas de algo dulce,P
@ZockClient se suman los 2 clicks del mouse y de un click normal de 3 pasa a tener un click de 14 no son macros 2/2,NONE
Ya extraño romperle las bolas y peliarlas ya se que me extrañan tambien,NEU
"#LaUltimaPalabra Guillermo sos un tipo joven, fachero, andá al dentista a que te haga carillas abajo, cuando hablas solo veo eso",NEU
me siento una esclava hebrea siempre sufriendo,N
@AntonellaMombru si igual si me vas a mostrar una foto no es nada pq prefiero las cosas saladas,NEU
Empezó a llover y me puse a cantar esta canción jaajjaja,P
"me preocupa la flacura de la china, posta. NO era asi de flaca ella",N
@GramaticaReal por ejemplo si eres MANO larga jaja,NEU
Solo falta que me siga @CaELiKe Porque La argentina ya me sigue y Facu también,P
@alejandro_mhr el cine de Irán es de los mejores en el mundo,P
"@TiaEuge2011 siempre me gusta leer e informarme, por supuesto. De hecho no es q desconozca el tema, pero x supuesto. Gracias.",NEU
"@MonteroEnzo1899 hola soy joaquin y tengo aire, arre q no me anda",N
Si gana Trump que pasará con la bonita,NONE
@selectornectar @eskartas un día de estos en que se acueste borracho lo volvemos dejar igualito!,NEU
hoy entro un poquito más tarde a trabajar #BuenDia,P
"pa en esta parte del año me pongo re melancólica, voy a extrañar tanto ver todos los días a las gurisas",N
"@RissoConDosEsse Te voy a espoliar ahr no ,lo único que te voy a decir es que esta muy bonita, divertida y tiene un mensaje",P
La verdad que me encanto el #McDiaFeliz en @mvdshopping Un placer estar presente para ayudar! @mcdonaldsuy,P
@freezedolan igual same estoy igual q vos con lo que pusiste el año que viene será,NEU
"@CAELIFANCY falta poco para tu cumple mi Cami ,te extraño",P
@SantyTkd11 subi a la azotea por tu tweet y esta normal,NONE
@steinpipe @elgaita @mmacri1 @MarioVa52 Juntos y Rodeados de campanas,NEU
"@PALMERPATO Que lindo ""mundo""ése entre la profe de teatroa los 22,23,aue lindo....""nostalgias""",P
Yo tengo él grupo perfecto de 7 chicas para ser IBFs grupales,P
Nada mas lindo que agarrarle el auto sin permiso y salir andar jaja,P
No tengo cargador que lindo,N
@grisel_ok como estas ? yo toda las noches ando por aca nena,NEU
#LosRicosNoPidenPermiso todas las parejas juntas como deberían estar menos la de #rafana voy a llorar,NEU
"Aparte me siguen las personas ""mas importantes"" de tw",P
"@xkidas @diegodechena Te voy a liberar de mí, así dejás de lloriquear y protestar, chilena huevona. Chauuu",N
"yo no puedo tener rulos ni con las cremas esas, pero me las pongo porque tienen rico olor",NEU
"@RissoLula niña feliz cumple, que pases lindo",P
"@elojodeava hay escabio gratis, pero igual dudo, es duro marchar...",NEU
"@susanagladysfer si discrepa y deja su banca me parecería muy bien, pero así no me gusta, creo q es abuso. Besos, querida Susana.",NEU
Creo que lo peor del trabajo es tener que sacarme los anillos y la pulsera,N
días de frío = agua extremadamente fría para tomar,N
"@Chorros_uy Una consulta?, varios community manager están preguntándose como se hace para la denuncia del MI y así ganar más seguidores?",NONE
Espero que sea el cargador el que este fallando y no el celu!! Me sale mas barato un cargador que un celular jajaja,NEU
Subiría una foto de mi boletín pero es muy mainstream y yo soy único y diferente,NEU
@elijuambeltz un canguro GAP como único aliado,NEU
"@Kanalla10 @negromagallanes disfrutá mientras puedas, q prontito se acaba.",N
@_suniac que ya no quedan diseñadores gráficos anarquistas?,NEU
"@milecorreaa pa bo te juro que no me di cuenta, te extraño enana",N
ves esa sonrisa es falsa como tu amor,N
"@barsacampeon10 Qué horror, la mala suerte de esa pobre niña es tremenda... Pobrecita...",N
se ve que no me conocen ni un poquito,N
muy sensible esta la gente hoy dia,N
"no se puede hacer ningun comentario che ,que feo",N
Me quiero pelear con alguien y siento que ya estoy grande para andar en bardos,N
@NeckoLol Eu necko que lastima el lunes no se si me puedo quedar hasta tarde :u es dia de semana tengo liceo (secundaria),N
"@loli_pontes yo me tomé este finde para planificar mi funeral nomas, salí los dos anteriores, si me hubieras dicho antes lo consideraba",N
"@LovesDalasito uhh que lastima, bueno igual no podia ir a la firma",N
